Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_8000U_600R_1L_20_CL:HTTP Request,8000,152,130,220,286,469,86,968,0.000%,13.33220,1.77,2.75
TOTAL,8000,152,130,220,286,469,86,968,0.000%,13.33220,1.77,2.75
