Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_1R_1L_195_CL:HTTP Request,100,14019,15471,16138,16209,16367,6108,16431,0.000%,6.00673,0.80,1.24
TOTAL,100,14019,15471,16138,16209,16367,6108,16431,0.000%,6.00673,0.80,1.24
