Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_1U_1R_1L_195_CL:HTTP Request,1,289,289,289,289,289,289,289,0.000%,3.46021,0.46,0.71
TOTAL,1,289,289,289,289,289,289,289,0.000%,3.46021,0.46,0.71
