Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_10L_20_CL:HTTP Request,500,1253,1250,1642,1840,2082,282,2264,0.000%,36.18469,4.81,7.46
TOTAL,500,1253,1250,1642,1840,2082,282,2264,0.000%,36.18469,4.81,7.46
