Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
basic_test_pdf_converter_50U_1R_10L_20_CL:HTTP Request,500,1253,282,2264,323.12,0.000%,36.18469,4.81,7.46,136.0
TOTAL,500,1253,282,2264,323.12,0.000%,36.18469,4.81,7.46,136.0
