Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
basic_test_pdf_converter_1200U_60R_1L_40_CL:HTTP Request,1200,574,306,1192,136.23,0.000%,19.85637,2.64,4.09,136.0
TOTAL,1200,574,306,1192,136.23,0.000%,19.85637,2.64,4.09,136.0
