Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_1L_195_CL:HTTP Request,50,6211,6356,6649,6719,6857,3951,6857,0.000%,6.92521,0.92,1.43
TOTAL,50,6211,6356,6649,6719,6857,3951,6857,0.000%,6.92521,0.92,1.43
