Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,3000,117,91,1919,69.84,0.000%,5.00053,0.66,1.03,136.0
TOTAL,3000,117,91,1919,69.84,0.000%,5.00053,0.66,1.03,136.0
