Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_25U_1R_20L_195_CL:HTTP Request,500,4783,4515,6762,7572,9694,794,10033,0.000%,5.09248,0.68,1.05
TOTAL,500,4783,4515,6762,7572,9694,794,10033,0.000%,5.09248,0.68,1.05
