Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_3000U_600R_1L_195_CL:HTTP Request,3000,3222,1449,10462,12868,15491,1079,17682,0.000%,4.99146,0.66,1.03
TOTAL,3000,3222,1449,10462,12868,15491,1079,17682,0.000%,4.99146,0.66,1.03
