Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_200U_60R_2L_20_CL:HTTP Request,400,104,107,116,128,173,60,182,0.000%,6.67468,0.89,1.38
TOTAL,400,104,107,116,128,173,60,182,0.000%,6.67468,0.89,1.38
