Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_200U_1R_1L_20_CL:HTTP Request,200,3397,3585,4955,5114,5203,444,5243,0.000%,34.38198,4.57,7.08
TOTAL,200,3397,3585,4955,5114,5203,444,5243,0.000%,34.38198,4.57,7.08
