Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_200U_1R_1L_20_CL:HTTP Request,200,11587,12029,17080,17255,17413,2898,17560,0.000%,11.04789,1.47,2.28
TOTAL,200,11587,12029,17080,17255,17413,2898,17560,0.000%,11.04789,1.47,2.28
