Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_1R_1L_20_CL:HTTP Request,100,1207,1145,1904,2028,2097,200,2107,0.000%,36.40335,4.83,7.50
TOTAL,100,1207,1145,1904,2028,2097,200,2107,0.000%,36.40335,4.83,7.50
