Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_3000U_900R_1L_20_CL:HTTP Request,3000,2348,1234,6914,9901,11573,765,13345,0.000%,3.33038,0.44,0.69
TOTAL,3000,2348,1234,6914,9901,11573,765,13345,0.000%,3.33038,0.44,0.69
