Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,3000,2348,765,13345,2660.96,0.000%,3.33038,0.44,0.69,136.0
TOTAL,3000,2348,765,13345,2660.96,0.000%,3.33038,0.44,0.69,136.0
