Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,3000,117,54,1641,48.23,0.000%,3.33403,0.44,0.69,136.0
TOTAL,3000,117,54,1641,48.23,0.000%,3.33403,0.44,0.69,136.0
