Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_16000U_600R_1L_20_CL:HTTP Request,16000,355,291,564,696,1531,136,3564,0.000%,26.29196,3.49,5.42
TOTAL,16000,355,291,564,696,1531,136,3564,0.000%,26.29196,3.49,5.42
