Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_12000U_600R_1L_20_CL:HTTP Request,12000,6850,4538,18096,20531,24807,166,33262,0.000%,19.89060,2.64,4.10
TOTAL,12000,6850,4538,18096,20531,24807,166,33262,0.000%,19.89060,2.64,4.10
