Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,300,33363,8781,46922,9683.70,0.000%,6.30001,0.84,1.30,136.0
TOTAL,300,33363,8781,46922,9683.70,0.000%,6.30001,0.84,1.30,136.0
