Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,300,33363,34186,44675,45755,46268,8781,46922,0.000%,6.30001,0.84,1.30
TOTAL,300,33363,34186,44675,45755,46268,8781,46922,0.000%,6.30001,0.84,1.30
