Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,300,9833,9854,13393,13501,13696,4455,13840,0.000%,20.77275,2.76,4.28
TOTAL,300,9833,9854,13393,13501,13696,4455,13840,0.000%,20.77275,2.76,4.28
