Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,300,9833,4455,13840,2843.62,0.000%,20.77275,2.76,4.28,136.0
TOTAL,300,9833,4455,13840,2843.62,0.000%,20.77275,2.76,4.28,136.0
