Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_8000U_600R_1L_65.99.1_CL:HTTP Request,8000,662,159,1038,4760,8316,95,32447,0.000%,13.33278,1.77,2.75
TOTAL,8000,662,159,1038,4760,8316,95,32447,0.000%,13.33278,1.77,2.75
