Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_1U_1R_1L_20_CL:HTTP Request,1,108,108,108,108,108,108,108,0.000%,9.25926,1.23,1.91
TOTAL,1,108,108,108,108,108,108,108,0.000%,9.25926,1.23,1.91
