Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_25U_1R_20L_195_CL:HTTP Request,500,10475,9785,11950,13296,22766,6032,23421,0.000%,2.37520,0.32,0.49
TOTAL,500,10475,9785,11950,13296,22766,6032,23421,0.000%,2.37520,0.32,0.49
