Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
basic_test_pdf_converter_10U_1R_1L_195_CL:HTTP Request,10,1472,1310,1700,127.95,0.000%,4.52284,0.60,0.93,136.0
TOTAL,10,1472,1310,1700,127.95,0.000%,4.52284,0.60,0.93,136.0
