Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_10U_1R_1L_195_CL:HTTP Request,10,1472,1465,1645,1645,1700,1310,1700,0.000%,4.52284,0.60,0.93
TOTAL,10,1472,1465,1645,1645,1700,1310,1700,0.000%,4.52284,0.60,0.93
