Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_60R_1L_65.99.1_CL:HTTP Request,100,412,270,532,874,3197,123,3766,0.000%,1.66038,0.22,0.34
TOTAL,100,412,270,532,874,3197,123,3766,0.000%,1.66038,0.22,0.34
