Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,300,12945,996,17232,3689.47,0.000%,16.84069,2.24,3.47,136.0
TOTAL,300,12945,996,17232,3689.47,0.000%,16.84069,2.24,3.47,136.0
