Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,300,12945,14164,16266,16484,16841,996,17232,0.000%,16.84069,2.24,3.47
TOTAL,300,12945,14164,16266,16484,16841,996,17232,0.000%,16.84069,2.24,3.47
