Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,500,12064,12516,19163,20240,23302,445,27142,0.000%,6.75594,0.90,1.39
TOTAL,500,12064,12516,19163,20240,23302,445,27142,0.000%,6.75594,0.90,1.39
