Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_1U_1R_1L_40_CL:HTTP Request,1,236,236,236,236,236,236,236,0.000%,4.23729,0.56,0.87
TOTAL,1,236,236,236,236,236,236,236,0.000%,4.23729,0.56,0.87
