Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_9000U_600R_1L_65.99.1_CL:HTTP Request,9000,1254,931,2143,3579,7779,114,14968,0.000%,14.92347,1.98,3.08
TOTAL,9000,1254,931,2143,3579,7779,114,14968,0.000%,14.92347,1.98,3.08
