Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,300,143,132,172,218,297,116,376,0.000%,5.00551,0.66,1.03
TOTAL,300,143,132,172,218,297,116,376,0.000%,5.00551,0.66,1.03
