Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,200,183,137,165,217,1629,119,1997,0.000%,3.34186,0.44,0.69
TOTAL,200,183,137,165,217,1629,119,1997,0.000%,3.34186,0.44,0.69
