Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_300U_60R_1L_195_CL:HTTP Request,300,1625,1596,2062,2135,2246,621,2314,0.000%,4.93008,0.65,1.02
TOTAL,300,1625,1596,2062,2135,2246,621,2314,0.000%,4.93008,0.65,1.02
