Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,100,12489,13026,14588,14709,14901,5128,14975,0.000%,6.34800,0.84,1.31
TOTAL,100,12489,13026,14588,14709,14901,5128,14975,0.000%,6.34800,0.84,1.31
