Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,100,12489,5128,14975,1929.84,0.000%,6.34800,0.84,1.31,136.0
TOTAL,100,12489,5128,14975,1929.84,0.000%,6.34800,0.84,1.31,136.0
