Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
basic_test_pdf_converter_100U_60R_1L_40_CL:HTTP Request,100,320,154,581,106.93,0.000%,1.67569,0.22,0.35,136.0
TOTAL,100,320,154,581,106.93,0.000%,1.67569,0.22,0.35,136.0
