Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_1R_10L_20_CL:HTTP Request,1000,2718,2677,3909,4246,4961,182,5695,0.000%,34.32062,4.56,7.07
TOTAL,1000,2718,2677,3909,4246,4961,182,5695,0.000%,34.32062,4.56,7.07
