Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_1R_1L_20_CL:HTTP Request,100,5985,6118,7738,7837,7948,2153,7964,0.000%,11.36880,1.51,2.34
TOTAL,100,5985,6118,7738,7837,7948,2153,7964,0.000%,11.36880,1.51,2.34
