Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_1R_1L_195_CL:HTTP Request,100,17890,18111,18671,18818,18878,13050,18936,0.000%,5.20318,0.69,1.07
TOTAL,100,17890,18111,18671,18818,18878,13050,18936,0.000%,5.20318,0.69,1.07
