Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,400,160,75,928,106.25,0.000%,6.64949,0.88,1.37,136.0
TOTAL,400,160,75,928,106.25,0.000%,6.64949,0.88,1.37,136.0
