Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,400,160,121,204,225,841,75,928,0.000%,6.64949,0.88,1.37
TOTAL,400,160,121,204,225,841,75,928,0.000%,6.64949,0.88,1.37
