Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,400,623,341,1408,1624,1808,167,1986,0.000%,6.49056,0.86,1.34
TOTAL,400,623,341,1408,1624,1808,167,1986,0.000%,6.49056,0.86,1.34
