Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,400,623,167,1986,494.66,0.000%,6.49056,0.86,1.34,136.0
TOTAL,400,623,167,1986,494.66,0.000%,6.49056,0.86,1.34,136.0
