Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_8000U_600R_1L_20_CL:HTTP Request,8000,118,110,147,180,232,88,422,0.000%,13.33284,1.77,2.75
TOTAL,8000,118,110,147,180,232,88,422,0.000%,13.33284,1.77,2.75
