Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,100,199,195,222,235,256,171,258,0.000%,1.67754,0.22,0.35
TOTAL,100,199,195,222,235,256,171,258,0.000%,1.67754,0.22,0.35
