Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,300,148,100,809,74.38,0.000%,5.00100,0.66,1.03,136.0
TOTAL,300,148,100,809,74.38,0.000%,5.00100,0.66,1.03,136.0
