Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,300,148,129,189,200,271,100,809,0.000%,5.00100,0.66,1.03
TOTAL,300,148,129,189,200,271,100,809,0.000%,5.00100,0.66,1.03
