Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,400,151,100,876,81.97,0.000%,6.66189,0.88,1.37,136.0
TOTAL,400,151,100,876,81.97,0.000%,6.66189,0.88,1.37,136.0
