Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_1400U_60R_1L_40_CL:HTTP Request,1400,9332,9377,14444,15409,16939,953,18946,0.000%,20.06967,2.67,4.14
TOTAL,1400,9332,9377,14444,15409,16939,953,18946,0.000%,20.06967,2.67,4.14
