Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
basic_test_pdf_converter_1400U_60R_1L_40_CL:HTTP Request,1400,9332,953,18946,3910.69,0.000%,20.06967,2.67,4.14,136.0
TOTAL,1400,9332,953,18946,3910.69,0.000%,20.06967,2.67,4.14,136.0
