Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,300,11445,10887,16674,16843,17089,2260,17953,0.000%,16.19608,2.15,3.34
TOTAL,300,11445,10887,16674,16843,17089,2260,17953,0.000%,16.19608,2.15,3.34
