Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,400,164,111,1214,150.35,0.000%,6.66911,0.89,1.37,136.0
TOTAL,400,164,111,1214,150.35,0.000%,6.66911,0.89,1.37,136.0
