Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
basic_test_pdf_converter_9000U_1800R_1L_65.99.1_CL:HTTP Request,9000,168,86,1180,91.92,0.000%,4.99890,0.66,1.03,136.0
TOTAL,9000,168,86,1180,91.92,0.000%,4.99890,0.66,1.03,136.0
