Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_9000U_1800R_1L_65.99.1_CL:HTTP Request,9000,168,141,232,281,729,86,1180,0.000%,4.99890,0.66,1.03
TOTAL,9000,168,141,232,281,729,86,1180,0.000%,4.99890,0.66,1.03
