Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_100U_1R_1L_40_CL:HTTP Request,100,2508,2865,3360,3449,3521,646,3625,0.000%,23.85496,3.17,4.92
TOTAL,100,2508,2865,3360,3449,3521,646,3625,0.000%,23.85496,3.17,4.92
