Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request,1200,790,618,1496,1894,3364,155,5636,0.000%,19.65151,2.61,4.05
TOTAL,1200,790,618,1496,1894,3364,155,5636,0.000%,19.65151,2.61,4.05
