Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_1L_40_CL:HTTP Request,50,1977,2010,2331,2394,2561,1304,2561,0.000%,15.50388,2.06,3.19
TOTAL,50,1977,2010,2331,2394,2561,1304,2561,0.000%,15.50388,2.06,3.19
