Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
basic_test_pdf_converter_10U_1R_1L_195_CL:HTTP Request,10,4404,2899,4976,653.98,0.000%,1.74034,0.23,0.36,136.0
TOTAL,10,4404,2899,4976,653.98,0.000%,1.74034,0.23,0.36,136.0
