Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_50U_1R_10L_40_CL:HTTP Request,500,1789,1895,2358,2469,2682,220,2781,0.000%,25.75594,3.42,5.31
TOTAL,500,1789,1895,2358,2469,2682,220,2781,0.000%,25.75594,3.42,5.31
