Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
basic_test_pdf_converter_200U_60R_2L_20_CL:HTTP Request,400,149,134,239,269,307,68,406,0.000%,6.64154,0.88,1.37
TOTAL,400,149,134,239,269,307,68,406,0.000%,6.64154,0.88,1.37
